text	domain	intent	target
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play acoustic rock.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play dubstep.	MEDIACONTROL	play_media	media control. play media
play billie holiday.	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play some jimi hendrix.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
thank you so much.	OTHER	other	other. other
turn on the master bedroom lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
play the previous song again.	MEDIACONTROL	skip_back	media control. skip back
are you always listening?	ONDEVICE	are_you_listening	on device. are you listening
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play am 710.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6:30 AM.	ALARM	set_alarm	alarm. set alarm
media control. play news	MEDIACONTROL	play_news	media control. play news
other skill. otherskill default	OTHERSKILL	otherskill_default	other skill. otherskill default
50% volume.	MEDIACONTROL	set_volume	media control. set volume
weather. weather default	WEATHER	weather_default	weather. weather default
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
communication. make call	COMMUNICATION	make_call	communication. make call
read me some news.	MEDIACONTROL	play_news	media control. play news
call meagan.	COMMUNICATION	make_call	communication. make call
play juan luis guerra.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set a timer for 24 minutes.	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off all outlets.	HOMEAUTOMATION	turn_off	home automation. turn off
can you play some 80s music?	MEDIACONTROL	play_media	media control. play media
stop stop music.	MEDIACONTROL	stop	media control. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the chance of rain today?	WEATHER	weather_default	weather. weather default
play teresa teng.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
um.	OTHER	other	other. other
call danielle.	COMMUNICATION	make_call	communication. make call
play celtic music.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
turn off the man cave light.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
can you turn the volume down?	MEDIACONTROL	volume_down	media control. volume down
play 106.7 lite fm.	MEDIACONTROL	play_media	media control. play media
something.	OTHER	other	other. other
turn on castle wall light.	HOMEAUTOMATION	turn_on	home automation. turn on
play david gray.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
thank.	OTHER	other	other. other
hey cortana how are you.	OTHERSKILL	other	other skill. other
what did you do today?	OTHER	other	other. other
turn off the basement lights.	HOMEAUTOMATION	turn_off	home automation. turn off
when is the super bowl?	OTHER	other	other. other
play alan walker.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play some rock and roll music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off master.	HOMEAUTOMATION	turn_off	home automation. turn off
note. add to note	NOTE	add_to_note	note. add to note
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. stop	MEDIACONTROL	stop	media control. stop
play meghan trainor.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
set an alarm for 5:30 am tomorrow.	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play lilly goodman.	MEDIACONTROL	play_media	media control. play media
volume up 20%.	MEDIACONTROL	volume_up	media control. volume up
shut it down.	ONDEVICE	power_off	on device. power off
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play back.	MEDIACONTROL	skip_back	media control. skip back
restart xbox.	ONDEVICE	restart	on device. restart
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play death of a bachelor by panic at the disco.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
will you doing?	OTHER	other	other. other
what's the weather like outside?	WEATHER	weather_default	weather. weather default
communication. make call	COMMUNICATION	make_call	communication. make call
increase volume to 60%.	MEDIACONTROL	volume_up	media control. volume up
play thievery corporation.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play french music.	MEDIACONTROL	play_media	media control. play media
media control. resume	MEDIACONTROL	resume	media control. resume
can you play dylan scott my girl?	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
bite me.	OTHER	other	other. other
play stitches.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play the killers.	MEDIACONTROL	play_media	media control. play media
skip skip.	COMMON	show_next	common. show next
what's in the news?	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. stop	MEDIACONTROL	stop	media control. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
play demi lovato music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
tomorrow's forecast.	WEATHER	weather_default	weather. weather default
what's my alarm set to?	ALARM	find_alarm	alarm. find alarm
other. other	OTHER	other	other. other
play some dinner jazz.	MEDIACONTROL	play_media	media control. play media
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
other. other	OTHER	other	other. other
hey cortana cancel alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn off lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
volume to 50%.	MEDIACONTROL	set_volume	media control. set volume
play some dave matthews band.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on bright in living room.	HOMEAUTOMATION	turn_on	home automation. turn on
turn on wall lights.	HOMEAUTOMATION	turn_on	home automation. turn on
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
do i have any appointments today?	CALENDAR	find_calendar_entry	calendar. find calendar entry
weather. weather default	WEATHER	weather_default	weather. weather default
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
media control. play media	MEDIACONTROL	play_media	media control. play media
play 94.1 on iheartradio.	MEDIACONTROL	play_media	media control. play media
play passionfruit by drake.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
how much time left?	ALARM	time_remaining	alarm. time remaining
other. other	OTHER	other	other. other
can you play some hip hop?	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
stop the timer please.	ALARM	turn_off_timer	alarm. turn off timer
media control. play media	MEDIACONTROL	play_media	media control. play media
can you turn the alarm off please?	ALARM	turn_off_alarm	alarm. turn off alarm
other. other	OTHER	other	other. other
what is the weather like right now?	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
add bananas to my shopping list.	NOTE	add_to_note	note. add to note
set temperature to 67.	HOMEAUTOMATION	set_device	home automation. set device
set an alarm for 5 minutes.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
media control. play media	MEDIACONTROL	play_media	media control. play media
play the black panther.	MEDIACONTROL	play_media	media control. play media
on device. power off	ONDEVICE	power_off	on device. power off
set timer for 15 minutes.	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play salsa music.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
ask fitbit how many steps i've taken.	OTHER	other	other. other
wake me up in 2 hours.	ALARM	set_alarm	alarm. set alarm
wake me up in half an hour.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
myself.	OTHER	other	other. other
play kids music on spotify.	MEDIACONTROL	play_media	media control. play media
tell me something weird.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play stressed out by twenty one pilots.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6:45 PM.	ALARM	set_alarm	alarm. set alarm
there.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
switch on the lights.	HOMEAUTOMATION	turn_on	home automation. turn on
what's on my calendar tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
media control. play media	MEDIACONTROL	play_media	media control. play media
turn lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
how many ounces in a pound?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play it's raining men.	MEDIACONTROL	play_media	media control. play media
play blue.	MEDIACONTROL	play_media	media control. play media
siri.	OTHER	other	other. other
play should i stay or should i go.	MEDIACONTROL	play_media	media control. play media
play planet money.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
america.	OTHER	other	other. other
on device. turn on setting	ONDEVICE	turn_on_setting	on device. turn on setting
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
710 espn radio.	MEDIACONTROL	play_media	media control. play media
communication. make call	COMMUNICATION	make_call	communication. make call
media control. play media	MEDIACONTROL	play_media	media control. play media
other skill. otherskill default	OTHERSKILL	otherskill_default	other skill. otherskill default
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off marc.	HOMEAUTOMATION	turn_off	home automation. turn off
play my daily mix on Spotify.	MEDIACONTROL	play_media	media control. play media
turn up the heat.	HOMEAUTOMATION	turn_up	home automation. turn up
media control. play media	MEDIACONTROL	play_media	media control. play media
play my sleep sounds.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
rap for me.	OTHER	other	other. other
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
pair bluetooth device.	ONDEVICE	pair_device	on device. pair device
media control. play media	MEDIACONTROL	play_media	media control. play media
hey cortana's.	OTHER	other	other. other
set alarm for 4:15 AM.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
turn the music down.	MEDIACONTROL	volume_down	media control. volume down
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 10.	ALARM	set_alarm	alarm. set alarm
turn on zack's room light.	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
can you play kids music?	MEDIACONTROL	play_media	media control. play media
shut the alarm off.	ALARM	turn_off_alarm	alarm. turn off alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
the temperature outside.	WEATHER	weather_default	weather. weather default
alarm. set timer	ALARM	set_timer	alarm. set timer
play new boots.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
when's the next warriors game?	OTHER	other	other. other
play nap time music.	MEDIACONTROL	play_media	media control. play media
play jazz 88.5 fm.	MEDIACONTROL	play_media	media control. play media
set an alarm for 10:15 AM.	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
other. other	OTHER	other	other. other
play alone by marshmello.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
do i have any appointments tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play imagine dragons thunder.	MEDIACONTROL	play_media	media control. play media
walmart.	OTHER	other	other. other
works.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play 80s music please.	MEDIACONTROL	play_media	media control. play media
take a screenshot.	CAPTURE	capture_screenshot	capture. capture screenshot
play some light music.	MEDIACONTROL	play_media	media control. play media
redial.	COMMUNICATION	redial	communication. redial
common. stop	COMMON	stop	common. stop
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play Ella Fitzgerald.	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
weather. weather default	WEATHER	weather_default	weather. weather default
set timer 3 minutes.	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play Allman Brothers.	MEDIACONTROL	play_media	media control. play media
call debbie.	COMMUNICATION	make_call	communication. make call
media control. play media	MEDIACONTROL	play_media	media control. play media
note. create note	NOTE	create_note	note. create note
play megalovania.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn off bathroom.	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
play some heavy metal music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
note. add to note	NOTE	add_to_note	note. add to note
play big iron by marty robbins.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play 94.1 fm.	MEDIACONTROL	play_media	media control. play media
power off.	ONDEVICE	power_off	on device. power off
play lebanese songs.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
listen to 90.1 wmbi.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play some rancid.	MEDIACONTROL	play_media	media control. play media
call Leslie.	COMMUNICATION	make_call	communication. make call
turn the lights to 50%.	HOMEAUTOMATION	set_device	home automation. set device
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
on device. pair device	ONDEVICE	pair_device	on device. pair device
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
connect to my Bluetooth.	ONDEVICE	open_setting	on device. open setting
will you be my valentine?	OTHER	other	other. other
alarm. set timer	ALARM	set_timer	alarm. set timer
other. other	OTHER	other	other. other
reminder. create single reminder	REMINDER	create_single_reminder	reminder. create single reminder
what's my calendar?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play some AC DC.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
add.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
make a note.	NOTE	create_note	note. create note
play smooth jazz on spotify.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
play kqrc.	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
skip that song.	MEDIACONTROL	skip_forward	media control. skip forward
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
how are you feeling?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
set a reminder for.	REMINDER	create_single_reminder	reminder. create single reminder
media control. play media	MEDIACONTROL	play_media	media control. play media
put.	OTHER	other	other. other
set an alarm for 40 minutes from now.	ALARM	set_alarm	alarm. set alarm
what's the temperature gonna be like today?	WEATHER	weather_default	weather. weather default
turn on the bedroom lights.	HOMEAUTOMATION	turn_on	home automation. turn on
play ring of fire by johnny cash.	MEDIACONTROL	play_media	media control. play media
play despacito on spotify.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play some tom petty.	MEDIACONTROL	play_media	media control. play media
play kids playlist.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play 112.	MEDIACONTROL	play_media	media control. play media
can you please stop?	COMMON	stop	common. stop
play 94.1.	MEDIACONTROL	play_media	media control. play media
play on.	MEDIACONTROL	play_media	media control. play media
play country on spotify.	MEDIACONTROL	play_media	media control. play media
hello hello.	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play some mood music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play Josh Turner.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off the Bluetooth.	ONDEVICE	turn_off_setting	on device. turn off setting
is there?	OTHER	other	other. other
play pat benatar.	MEDIACONTROL	play_media	media control. play media
alarm. turn off timer	ALARM	turn_off_timer	alarm. turn off timer
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play Jagjit Singh.	MEDIACONTROL	play_media	media control. play media
batman.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 2:30.	ALARM	set_alarm	alarm. set alarm
alabama.	OTHER	other	other. other
what's the wind speed?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play Christina Aguilera.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
set alarm for 8:30.	ALARM	set_alarm	alarm. set alarm
set the temperature to 68.	HOMEAUTOMATION	set_device	home automation. set device
media control. play media	MEDIACONTROL	play_media	media control. play media
no more music.	MEDIACONTROL	stop	media control. stop
alarm. set timer	ALARM	set_timer	alarm. set timer
turn on track lights.	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play no vacancy.	MEDIACONTROL	play_media	media control. play media
set the volume to 75%.	MEDIACONTROL	set_volume	media control. set volume
play slow jams.	MEDIACONTROL	play_media	media control. play media
how old is carol burnett?	OTHER	other	other. other
set an alarm at 7 AM.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 5:45.	ALARM	set_alarm	alarm. set alarm
what's the weather like for tomorrow?	WEATHER	weather_default	weather. weather default
open iHeartRadio.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
it.	OTHER	other	other. other
set an alarm for 11 am.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. repeat	MEDIACONTROL	repeat	media control. repeat
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn up	HOMEAUTOMATION	turn_up	home automation. turn up
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
play twenty one pilots.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
remind me to take my evening pills at 6 pm.	REMINDER	create_single_reminder	reminder. create single reminder
media control. play media	MEDIACONTROL	play_media	media control. play media
sports news.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
timer 5 minutes.	ALARM	set_timer	alarm. set timer
home automation. turn up	HOMEAUTOMATION	turn_up	home automation. turn up
play brandy.	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
is?	OTHER	other	other. other
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
other. other	OTHER	other	other. other
communication. make call	COMMUNICATION	make_call	communication. make call
play latino music.	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
settings.	ONDEVICE	open_setting	on device. open setting
stop playing the music.	MEDIACONTROL	stop	media control. stop
play 5 little monkeys jumping on the bed.	MEDIACONTROL	play_media	media control. play media
play the doors.	MEDIACONTROL	play_media	media control. play media
what's playing right now?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
media control. play media	MEDIACONTROL	play_media	media control. play media
play iheartchristmas on iheartradio.	MEDIACONTROL	play_media	media control. play media
wake me up at 5 am.	ALARM	set_alarm	alarm. set alarm
play john mellencamp.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play mirrors by justin timberlake.	MEDIACONTROL	play_media	media control. play media
media control. resume	MEDIACONTROL	resume	media control. resume
play ocean sounds.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
how much time is remaining on the timer?	ALARM	time_remaining	alarm. time remaining
what's the forecast for saturday?	WEATHER	weather_default	weather. weather default
play closer by The Chainsmokers.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
make a grocery list.	NOTE	create_note	note. create note
alarm. turn off timer	ALARM	turn_off_timer	alarm. turn off timer
play zz top.	MEDIACONTROL	play_media	media control. play media
what's the weather gonna be like this weekend?	WEATHER	weather_default	weather. weather default
media control. stop	MEDIACONTROL	stop	media control. stop
other. other	OTHER	other	other. other
how's my timer doing?	ALARM	find_timer	alarm. find timer
set an alarm for 1 o'clock.	ALARM	set_alarm	alarm. set alarm
turn on timer.	ALARM	set_timer	alarm. set timer
black.	OTHER	other	other. other
play some music by.	MEDIACONTROL	play_media	media control. play media
what's my forecast?	WEATHER	weather_default	weather. weather default
play kidz bop.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. pause	MEDIACONTROL	pause	media control. pause
play never be the same by camila cabello.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
ask please.	OTHER	other	other. other
other. other	OTHER	other	other. other
play shape of you on spotify.	MEDIACONTROL	play_media	media control. play media
volume 100.	MEDIACONTROL	set_volume	media control. set volume
play musiq soulchild.	MEDIACONTROL	play_media	media control. play media
set the temperature to 67.	HOMEAUTOMATION	set_device	home automation. set device
weather. weather default	WEATHER	weather_default	weather. weather default
on device. power off	ONDEVICE	power_off	on device. power off
turn off the desk.	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
add milk to the grocery list.	NOTE	add_to_note	note. add to note
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 5 o'clock.	ALARM	set_alarm	alarm. set alarm
turn it down please.	MEDIACONTROL	volume_down	media control. volume down
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
send.	OTHER	other	other. other
how you doing today?	OTHER	other	other. other
on device. pair device	ONDEVICE	pair_device	on device. pair device
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. stop	MEDIACONTROL	stop	media control. stop
play bohemian rhapsody by queen.	MEDIACONTROL	play_media	media control. play media
play barenaked ladies.	MEDIACONTROL	play_media	media control. play media
you can stop the music.	MEDIACONTROL	stop	media control. stop
play make america crip again.	MEDIACONTROL	play_media	media control. play media
when is saint patrick's day?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on shuffle.	MEDIACONTROL	shuffle_music	media control. shuffle music
media control. play media	MEDIACONTROL	play_media	media control. play media
play let it go from frozen.	MEDIACONTROL	play_media	media control. play media
play thelonious monk.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
really.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
no problem.	OTHER	other	other. other
note. add to note	NOTE	add_to_note	note. add to note
communication. make call	COMMUNICATION	make_call	communication. make call
left.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
